161142	0	1
165678	0	1
178328	0	1
179074	0	1
226395	0	1
233594	0	1
249314	0	1
257374	0	1
288968	0	1
292846	0	1
303119	0	1
335749	0	1
365352	0	1
367997	0	2
375074	0	1
378833	0	1
413333	0	1
420262	0	1
444000	0	1
481130	0	1
489079	0	1
632751	0	1
707256	0	1
727754	0	1
765979	0	1
128985	1	1
161704	1	1
165678	1	1
166883	1	1
178142	1	2
178328	1	1
249878	1	1
264676	1	1
270420	1	1
293911	1	1
306145	1	1
307591	1	1
331072	1	1
334283	1	1
335749	1	1
350404	1	1
355651	1	1
365352	1	1
367997	1	3
375074	1	1
432478	1	1
482137	1	1
509838	1	1
664344	1	1
688071	1	1
716518	1	1
7235	2	1
126724	2	1
163260	2	1
165678	2	1
174429	2	1
177122	2	1
178225	2	1
179414	2	1
264676	2	1
275117	2	1
334283	2	1
335749	2	1
350404	2	1
365352	2	1
367997	2	1
392224	2	2
411670	2	1
482137	2	1
489079	2	2
513918	2	1
520802	2	1
556097	2	1
695798	2	1
730403	2	1
737704	2	1
765692	2	1
774693	2	1
794013	2	1
808924	2	1
808925	2	1
16436	3	1
45133	3	1
137833	3	1
140048	3	1
162460	3	1
163842	3	1
170579	3	1
178142	3	1
230224	3	1
242723	3	1
249314	3	1
264676	3	1
288968	3	1
334283	3	1
350404	3	1
366096	3	1
372809	3	1
375074	3	1
392224	3	1
433912	3	1
482137	3	1
716447	3	1
778914	3	1
808926	3	1
91113	4	1
161704	4	1
170254	4	1
172234	4	1
220852	4	1
243694	4	3
258333	4	1
285163	4	1
296465	4	1
302162	4	1
363625	4	1
375074	4	1
428676	4	1
432860	4	1
436134	4	1
496621	4	1
513918	4	1
520802	4	1
528049	4	2
717340	4	1
778914	4	1
808927	4	1
45133	5	1
161704	5	1
177122	5	1
178142	5	1
217545	5	1
267658	5	1
270420	5	1
282753	5	1
298331	5	1
303119	5	2
316397	5	1
334283	5	1
350674	5	1
366096	5	1
367898	5	1
380941	5	1
428945	5	1
430516	5	1
442915	5	1
460731	5	1
489079	5	1
499834	5	1
509838	5	1
808924	5	1
808928	5	1
57225	6	1
129437	6	1
167535	6	1
174429	6	1
177122	6	1
178629	6	1
216940	6	1
222465	6	1
288968	6	1
296465	6	1
298570	6	1
341746	6	1
387451	6	1
498974	6	1
505921	6	1
520802	6	1
703418	6	1
708756	6	1
723305	6	1
72923	7	1
73054	7	1
108908	7	1
126724	7	1
161142	7	1
161704	7	1
165483	7	1
167348	7	1
174429	7	1
178183	7	1
211637	7	1
237773	7	1
258333	7	1
288968	7	1
357188	7	1
365352	7	3
375074	7	1
384956	7	1
396772	7	1
421404	7	1
430966	7	1
432860	7	1
456677	7	1
509838	7	1
563513	7	1
727842	7	1
743594	7	1
808929	7	1
146908	8	1
162453	8	1
162460	8	1
170579	8	1
170761	8	1
174429	8	1
178183	8	3
233594	8	1
247093	8	1
252201	8	1
264676	8	1
270420	8	1
296465	8	1
304260	8	1
307689	8	1
321677	8	1
346928	8	1
365352	8	1
367997	8	1
392224	8	2
432860	8	1
489079	8	1
664344	8	1
729999	8	1
743595	8	1
744199	8	1
808930	8	1
2753	9	1
6847	9	1
24631	9	1
30246	9	1
55571	9	1
55888	9	1
67210	9	1
68151	9	1
71414	9	1
89374	9	1
93429	9	1
106341	9	1
110307	9	1
126724	9	1
136901	9	1
220694	9	1
223539	9	1
231488	9	1
234909	9	1
240444	9	1
243366	9	1
250992	9	1
259583	9	1
264676	9	1
274464	9	1
279677	9	1
290651	9	1
298434	9	1
302073	9	1
302591	9	1
303119	9	2
306339	9	1
308635	9	1
310674	9	1
315503	9	1
316094	9	1
318360	9	1
320332	9	1
323174	9	1
337800	9	1
340708	9	1
348876	9	2
363044	9	3
367248	9	1
372439	9	2
375074	9	1
377075	9	2
392224	9	2
403966	9	1
411469	9	1
415393	9	1
425408	9	1
433988	9	1
434622	9	1
439286	9	2
452458	9	2
505921	9	1
509838	9	1
521369	9	1
626383	9	1
664344	9	1
687714	9	1
692729	9	1
699037	9	1
716997	9	1
718383	9	1
722787	9	1
724420	9	1
729236	9	1
741042	9	1
741737	9	1
745332	9	1
747878	9	1
748468	9	1
752029	9	1
761529	9	1
771291	9	1
774384	9	1
799337	9	1
804149	9	1
808931	9	1
808932	9	1
808933	9	1
808934	9	1
808935	9	1
808936	9	1
808937	9	1
808938	9	1
808939	9	1
808940	9	1
57225	10	1
67210	10	1
153913	10	1
